Date,Corn - Dented,Corn - Dough,Corn - Emerged,Corn - Harvested,Corn - Mature,Corn - Planted,Corn - Silking,Soybeans - Blooming,Soybeans - Dropping,Soybeans - Emerged,Soybeans - Harvested,Soybeans - Planted,Soybeans - Setting
2024-10-27,,,,87.0,,,,,,,64.0,,
2024-11-03,,,,92.0,,,,,,,75.0,,
2024-11-10,,,,95.0,,,,,,,83.0,,
2025-04-06,,,,,,1.0,,,,,,,
2025-04-13,,,,,,3.0,,,,,,2.0,
2025-04-20,,,,,,12.0,,,,,,7.0,
2025-04-27,,,5.0,,,25.0,,,,,,16.0,
2025-05-04,,,19.0,,,40.0,,,,5.0,,28.0,
2025-05-11,,,33.0,,,52.0,,,,16.0,,35.0,
2025-05-18,,,43.0,,,63.0,,,,26.0,,43.0,
2025-05-25,,,55.0,,,70.0,,,,37.0,,52.0,
2025-06-01,,,64.0,,,80.0,,,,45.0,,60.0,
2025-06-08,,,74.0,,,88.0,,,,53.0,,70.0,
2025-06-15,,,84.0,,,,,,,62.0,,75.0,
2025-06-22,,,89.0,,,,9.0,1.0,,69.0,,82.0,
2025-06-29,,,,,,,25.0,11.0,,76.0,,,3.0
2025-07-06,,4.0,,,,,40.0,23.0,,83.0,,,8.0
2025-07-13,,12.0,,,,,58.0,37.0,,,,,21.0
2025-07-20,,23.0,,,,,70.0,48.0,,,,,30.0
2025-07-27,,41.0,,,,,79.0,61.0,,,,,40.0
2025-08-03,20.0,53.0,,,,,84.0,71.0,,,,,53.0
2025-08-10,33.0,61.0,,,,,87.0,79.0,,,,,61.0
2025-08-17,46.0,70.0,,,4.0,,91.0,87.0,,,,,71.0
2025-08-24,58.0,78.0,,,25.0,,,,2.0,,,,79.0
2025-08-31,73.0,86.0,,,46.0,,,,15.0,,,,87.0
2025-09-07,84.0,92.0,,18.0,66.0,,,,23.0,,,,94.0
2025-09-14,89.0,,,30.0,75.0,,,,36.0,,4.0,,
2025-09-21,95.0,,,43.0,83.0,,,,48.0,,19.0,,
2025-09-28,99.0,,,53.0,90.0,,,,57.0,,28.0,,
