Date,Corn - Dented,Corn - Dough,Corn - Emerged,Corn - Harvested,Corn - Mature,Corn - Planted,Corn - Silking,Soybeans - Blooming,Soybeans - Dropping,Soybeans - Emerged,Soybeans - Harvested,Soybeans - Planted,Soybeans - Setting
2023-06-11,,,89.0,,,,,,,83.0,,98.0,
2023-06-18,,,94.0,,,,,,,94.0,,,
2023-06-25,,,,,,,,2.0,,97.0,,,
2023-07-02,,,,,,,,8.0,,,,,
2023-07-09,,,,,,,2.0,22.0,,,,,1.0
2023-07-16,,,,,,,8.0,38.0,,,,,7.0
2023-07-23,,,,,,,25.0,57.0,,,,,16.0
2023-07-30,,5.0,,,,,60.0,74.0,,,,,24.0
2023-08-06,,20.0,,,,,83.0,86.0,,,,,42.0
2023-08-13,1.0,39.0,,,,,91.0,90.0,,,,,63.0
2023-08-20,9.0,64.0,,,,,,94.0,,,,,80.0
2023-08-27,21.0,77.0,,,,,,,,,,,88.0
2023-09-03,41.0,86.0,,,2.0,,,,2.0,,,,95.0
2023-09-10,66.0,92.0,,,16.0,,,,9.0,,,,
2023-09-17,80.0,,,1.0,32.0,,,,29.0,,,,
2023-09-24,87.0,,,2.0,46.0,,,,52.0,,2.0,,
2023-10-01,,,,5.0,59.0,,,,71.0,,4.0,,
2023-10-08,,,,9.0,76.0,,,,86.0,,27.0,,
2023-10-15,,,,14.0,86.0,,,,95.0,,54.0,,
2023-10-22,,,,24.0,,,,,,,69.0,,
2023-10-29,,,,35.0,,,,,,,77.0,,
2023-11-05,,,,50.0,,,,,,,83.0,,
2023-11-12,,,,66.0,,,,,,,89.0,,
2023-11-19,,,,78.0,,,,,,,,,
2023-11-26,,,,85.0,,,,,,,,,
2024-04-14,,,,,,1.0,,,,,,,
2024-04-21,,,,,,2.0,,,,,,2.0,
2024-04-28,,,,,,10.0,,,,,,11.0,
2024-05-05,,,2.0,,,22.0,,,,1.0,,22.0,
2024-05-12,,,8.0,,,40.0,,,,6.0,,37.0,
2024-05-19,,,23.0,,,66.0,,,,21.0,,57.0,
2024-05-26,,,48.0,,,78.0,,,,44.0,,74.0,
2024-06-02,,,68.0,,,84.0,,,,61.0,,82.0,
2024-06-09,,,78.0,,,87.0,,,,75.0,,87.0,
2024-06-16,,,84.0,,,,,,,83.0,,93.0,
2024-06-23,,,89.0,,,,,4.0,,90.0,,97.0,
2024-06-30,,,,,,,,11.0,,96.0,,,
2024-07-07,,,,,,,3.0,22.0,,,,,2.0
2024-07-14,,,,,,,17.0,34.0,,,,,5.0
2024-07-21,,4.0,,,,,40.0,47.0,,,,,14.0
2024-07-28,,15.0,,,,,58.0,65.0,,,,,30.0
2024-08-04,3.0,24.0,,,,,72.0,81.0,,,,,49.0
2024-08-11,5.0,36.0,,,,,84.0,88.0,,,,,66.0
2024-08-18,16.0,61.0,,,1.0,,90.0,95.0,,,,,83.0
2024-08-25,25.0,73.0,,,2.0,,,,,,,,90.0
2024-09-01,43.0,82.0,,,3.0,,,,4.0,,,,95.0
2024-09-08,58.0,90.0,,,5.0,,,,10.0,,,,98.0
2024-09-15,73.0,,,,18.0,,,,41.0,,1.0,,
2024-09-22,82.0,,,2.0,39.0,,,,65.0,,9.0,,
2024-09-29,91.0,,,5.0,55.0,,,,81.0,,30.0,,
2024-10-06,,,,10.0,70.0,,,,90.0,,61.0,,
2024-10-13,,,,26.0,85.0,,,,97.0,,83.0,,
2024-10-20,,,,44.0,94.0,,,,,,93.0,,
2024-10-27,,,,65.0,,,,,,,96.0,,
2024-11-03,,,,81.0,,,,,,,98.0,,
2024-11-10,,,,89.0,,,,,,,99.0,,
2025-04-20,,,,,,1.0,,,,,,2.0,
2025-04-27,,,,,,4.0,,,,,,6.0,
2025-05-04,,,,,,16.0,,,,1.0,,17.0,
2025-05-11,,,5.0,,,44.0,,,,5.0,,40.0,
2025-05-18,,,23.0,,,73.0,,,,19.0,,66.0,
2025-05-25,,,52.0,,,85.0,,,,42.0,,80.0,
2025-06-01,,,69.0,,,93.0,,,,57.0,,90.0,
2025-06-08,,,82.0,,,96.0,,,,73.0,,95.0,
2025-06-15,,,91.0,,,,,,,85.0,,98.0,
2025-06-22,,,96.0,,,,,3.0,,94.0,,99.0,
2025-06-29,,,,,,,,10.0,,97.0,,,
2025-07-06,,,,,,,1.0,29.0,,99.0,,,1.0
2025-07-13,,,,,,,13.0,44.0,,,,,5.0
2025-07-20,,2.0,,,,,30.0,59.0,,,,,17.0
2025-07-27,,10.0,,,,,56.0,76.0,,,,,36.0
2025-08-03,3.0,19.0,,,,,78.0,83.0,,,,,55.0
2025-08-10,5.0,36.0,,,,,90.0,90.0,,,,,73.0
2025-08-17,15.0,54.0,,,,,95.0,93.0,,,,,81.0
2025-08-24,22.0,67.0,,,1.0,,,,,,,,86.0
2025-08-31,38.0,80.0,,,4.0,,,,1.0,,,,92.0
2025-09-07,54.0,88.0,,,10.0,,,,4.0,,,,96.0
2025-09-14,72.0,,,,17.0,,,,19.0,,,,
2025-09-21,82.0,,,1.0,28.0,,,,46.0,,1.0,,
2025-09-28,93.0,,,4.0,49.0,,,,70.0,,6.0,,
