Date,Corn - Dented,Corn - Dough,Corn - Emerged,Corn - Harvested,Corn - Mature,Corn - Planted,Corn - Silking,Soybeans - Blooming,Soybeans - Dropping,Soybeans - Emerged,Soybeans - Harvested,Soybeans - Planted,Soybeans - Setting
2017-09-24,100.0,,,32.0,80.0,,,,35.0,,4.0,,
2017-10-01,100.0,,,44.0,89.0,,,,54.0,,13.0,,
2017-10-08,,,,53.0,97.0,,,,69.0,,22.0,,
2017-10-15,,,,60.0,100.0,,,,82.0,,30.0,,
2017-10-22,,,,69.0,100.0,,,,91.0,,45.0,,
2017-10-29,,,,80.0,,,,,,,63.0,,
2017-11-05,,,,87.0,,,,,,,77.0,,
2017-11-12,,,,92.0,,,,,,,86.0,,
2017-11-19,,,,95.0,,,,,,,91.0,,
2017-11-26,,,,100.0,,,,,,,,,
2018-04-08,,,,,,1.0,,,,,,,
2018-04-15,,,,,,4.0,,,,,,,
2018-04-22,,,,,,16.0,,,,,,1.0,
2018-04-29,,,6.0,,,52.0,,,,,,5.0,
2018-05-06,,,34.0,,,78.0,,,,,,19.0,
2018-05-13,,,64.0,,,91.0,,,,12.0,,42.0,
2018-05-20,,,84.0,,,96.0,,,,33.0,,61.0,
2018-05-27,,,91.0,,,100.0,,,,52.0,,77.0,
2018-06-03,,,96.0,,,100.0,,,,69.0,,85.0,
2018-06-10,,,100.0,,,,,,,81.0,,90.0,
2018-06-17,,,100.0,,,,,,,87.0,,94.0,
2018-06-24,,,,,,,11.0,4.0,,93.0,,,
2018-07-01,,,,,,,48.0,27.0,,,,,
2018-07-08,,,,,,,76.0,43.0,,,,,4.0
2018-07-15,,,,,,,91.0,56.0,,,,,19.0
2018-07-22,,51.0,,,,,95.0,69.0,,,,,32.0
2018-07-29,,73.0,,,,,100.0,78.0,,,,,43.0
2018-08-05,35.0,84.0,,,,,100.0,86.0,,,,,58.0
2018-08-12,58.0,88.0,,,,,,89.0,,,,,66.0
2018-08-19,79.0,95.0,,,,,,,,,,,76.0
2018-08-26,88.0,100.0,,,30.0,,,,,,,,85.0
2018-09-02,91.0,100.0,,,49.0,,,,2.0,,,,
2018-09-09,95.0,,,12.0,66.0,,,,9.0,,,,
2018-09-16,100.0,,,25.0,81.0,,,,22.0,,2.0,,
2018-09-23,100.0,,,43.0,89.0,,,,41.0,,5.0,,
2018-09-30,,,,65.0,96.0,,,,58.0,,11.0,,
2018-10-07,,,,76.0,100.0,,,,74.0,,20.0,,
2018-10-14,,,,79.0,100.0,,,,85.0,,25.0,,
2018-10-21,,,,85.0,,,,,,,33.0,,
2018-10-28,,,,90.0,,,,,,,51.0,,
2018-11-04,,,,92.0,,,,,,,64.0,,
2018-11-11,,,,94.0,,,,,,,70.0,,
2018-11-18,,,,95.0,,,,,,,77.0,,
2018-11-25,,,,100.0,,,,,,,85.0,,
2019-04-07,,,,,,2.0,,,,,,,
2019-04-14,,,,,,6.0,,,,,,,
2019-04-21,,,,,,16.0,,,,,,,
2019-04-28,,,7.0,,,45.0,,,,,,2.0,
2019-05-05,,,19.0,,,49.0,,,,,,3.0,
2019-05-12,,,31.0,,,52.0,,,,,,5.0,
2019-05-19,,,44.0,,,62.0,,,,3.0,,9.0,
2019-05-26,,,51.0,,,65.0,,,,7.0,,12.0,
2019-06-02,,,59.0,,,69.0,,,,12.0,,18.0,
2019-06-09,,,67.0,,,81.0,,,,20.0,,37.0,
2019-06-16,,,80.0,,,89.0,,,,36.0,,57.0,
2019-06-23,,,85.0,,,92.0,,,,51.0,,66.0,
2019-06-30,,,89.0,,,,,,,63.0,,79.0,
2019-07-07,,,96.0,,,,25.0,6.0,,76.0,,90.0,
2019-07-14,,,,,,,45.0,13.0,,84.0,,,
2019-07-21,,5.0,,,,,62.0,25.0,,,,,2.0
2019-07-28,,21.0,,,,,77.0,38.0,,,,,9.0
2019-08-04,,38.0,,,,,87.0,50.0,,,,,16.0
2019-08-11,6.0,61.0,,,,,95.0,71.0,,,,,38.0
2019-08-18,27.0,77.0,,,,,100.0,82.0,,,,,53.0
2019-08-25,43.0,84.0,,,,,,88.0,,,,,65.0
2019-09-01,61.0,89.0,,,6.0,,,93.0,,,,,74.0
2019-09-08,72.0,95.0,,,15.0,,,,,,,,84.0
2019-09-15,80.0,100.0,,8.0,30.0,,,,2.0,,,,90.0
2019-09-22,88.0,100.0,,15.0,54.0,,,,12.0,,,,
2019-09-29,96.0,,,26.0,72.0,,,,26.0,,1.0,,
2019-10-06,100.0,,,35.0,87.0,,,,45.0,,6.0,,
2019-10-13,100.0,,,46.0,92.0,,,,69.0,,15.0,,
2019-10-20,,,,55.0,97.0,,,,86.0,,26.0,,
2019-10-27,,,,64.0,100.0,,,,93.0,,43.0,,
2019-11-03,,,,71.0,100.0,,,,,,54.0,,
2019-11-10,,,,79.0,,,,,,,72.0,,
2019-11-17,,,,85.0,,,,,,,83.0,,
2019-11-24,,,,92.0,,,,,,,91.0,,
2019-12-01,,,,95.0,,,,,,,96.0,,
2019-12-08,,,,98.0,,,,,,,,,
2020-04-12,,,,,,4.0,,,,,,,
2020-04-19,,,,,,11.0,,,,,,,
2020-04-26,,,5.0,,,25.0,,,,,,2.0,
2020-05-03,,,14.0,,,44.0,,,,,,7.0,
2020-05-10,,,33.0,,,67.0,,,,4.0,,14.0,
2020-05-17,,,58.0,,,83.0,,,,10.0,,27.0,
2020-05-24,,,76.0,,,90.0,,,,20.0,,39.0,
2020-05-31,,,85.0,,,92.0,,,,30.0,,49.0,
2020-06-07,,,90.0,,,95.0,,,,43.0,,63.0,
2020-06-14,,,94.0,,,,,,,59.0,,78.0,
2020-06-21,,,,,,,4.0,1.0,,74.0,,89.0,
2020-06-28,,,,,,,7.0,6.0,,87.0,,,
2020-07-05,,,,,,,21.0,16.0,,,,,
2020-07-12,,3.0,,,,,59.0,35.0,,,,,11.0
2020-07-19,,24.0,,,,,80.0,52.0,,,,,20.0
2020-07-26,,38.0,,,,,89.0,62.0,,,,,27.0
2020-08-02,,54.0,,,,,95.0,73.0,,,,,37.0
2020-08-09,25.0,72.0,,,,,100.0,83.0,,,,,56.0
2020-08-16,47.0,83.0,,,,,,90.0,,,,,69.0
2020-08-23,69.0,91.0,,,2.0,,,,,,,,80.0
2020-08-30,83.0,97.0,,,7.0,,,,,,,,88.0
2020-09-06,91.0,100.0,,,25.0,,,,1.0,,,,
2020-09-13,96.0,,,6.0,44.0,,,,6.0,,,,
2020-09-20,99.0,,,13.0,65.0,,,,24.0,,,,
2020-09-27,,,,20.0,69.0,,,,29.0,,1.0,,
2020-10-04,,,,31.0,81.0,,,,49.0,,6.0,,
2020-10-11,,,,51.0,94.0,,,,77.0,,22.0,,
2020-10-18,,,,64.0,98.0,,,,92.0,,40.0,,
2020-10-25,,,,72.0,,,,,,,50.0,,
2020-11-01,,,,80.0,,,,,,,60.0,,
2020-11-08,,,,90.0,,,,,,,79.0,,
2020-11-15,,,,95.0,,,,,,,88.0,,
2021-04-04,,,,,,1.0,,,,,,,
2021-04-11,,,,,,8.0,,,,,,,
2021-04-18,,,1.0,,,14.0,,,,,,1.0,
2021-04-25,,,5.0,,,20.0,,,,,,3.0,
2021-05-02,,,15.0,,,50.0,,,,,,10.0,
2021-05-09,,,40.0,,,69.0,,,,5.0,,21.0,
2021-05-16,,,60.0,,,84.0,,,,14.0,,36.0,
2021-05-23,,,77.0,,,90.0,,,,27.0,,44.0,
2021-05-30,,,83.0,,,92.0,,,,38.0,,49.0,
2021-06-06,,,91.0,,,,,,,49.0,,65.0,
2021-06-13,,,97.0,,,,,,,65.0,,85.0,
2021-06-20,,,,,,,,1.0,,80.0,,92.0,
2021-06-27,,,,,,,2.0,7.0,,88.0,,,
2021-07-04,,,,,,,15.0,14.0,,,,,1.0
2021-07-11,,2.0,,,,,39.0,20.0,,,,,4.0
2021-07-18,,19.0,,,,,64.0,33.0,,,,,10.0
2021-07-25,,37.0,,,,,79.0,52.0,,,,,19.0
2021-08-01,,54.0,,,,,89.0,65.0,,,,,31.0
2021-08-08,4.0,68.0,,,,,96.0,78.0,,,,,48.0
2021-08-15,29.0,82.0,,,,,,84.0,,,,,58.0
2021-08-22,54.0,93.0,,,2.0,,,90.0,,,,,70.0
2021-08-29,73.0,96.0,,,11.0,,,,3.0,,,,82.0
2021-09-05,84.0,96.0,,,31.0,,,,4.0,,,,88.0
2021-09-12,95.0,,,7.0,50.0,,,,10.0,,,,
2021-09-19,96.0,,,17.0,73.0,,,,26.0,,1.0,,
2021-09-26,100.0,,,34.0,86.0,,,,50.0,,5.0,,
2021-10-03,,,,52.0,94.0,,,,67.0,,11.0,,
2021-10-10,,,,64.0,98.0,,,,78.0,,22.0,,
2021-10-17,,,,74.0,99.0,,,,88.0,,30.0,,
2021-10-24,,,,81.0,,,,,,,49.0,,
2021-10-31,,,,86.0,,,,,,,59.0,,
2021-11-07,,,,91.0,,,,,,,71.0,,
2021-11-14,,,,94.0,,,,,,,81.0,,
2021-11-21,,,,97.0,,,,,,,90.0,,
2022-04-10,,,,,,1.0,,,,,,,
2022-04-17,,,,,,4.0,,,,,,,
2022-04-24,,,,,,10.0,,,,,,1.0,
2022-05-01,,,3.0,,,27.0,,,,,,5.0,
2022-05-08,,,10.0,,,32.0,,,,1.0,,7.0,
2022-05-15,,,30.0,,,65.0,,,,6.0,,19.0,
2022-05-22,,,57.0,,,84.0,,,,16.0,,38.0,
2022-05-29,,,76.0,,,91.0,,,,31.0,,52.0,
2022-06-05,,,86.0,,,95.0,,,,44.0,,61.0,
2022-06-12,,,89.0,,,96.0,,,,56.0,,71.0,
2022-06-19,,,97.0,,,,,,,69.0,,85.0,
2022-06-26,,,,,,,1.0,1.0,,79.0,,93.0,
2022-07-03,,,,,,,12.0,9.0,,89.0,,,
2022-07-10,,2.0,,,,,36.0,19.0,,,,,3.0
2022-07-17,,15.0,,,,,65.0,32.0,,,,,8.0
2022-07-24,,35.0,,,,,83.0,49.0,,,,,17.0
2022-07-31,,51.0,,,,,92.0,63.0,,,,,29.0
2022-08-07,6.0,66.0,,,,,95.0,78.0,,,,,44.0
2022-08-14,34.0,81.0,,,,,95.0,84.0,,,,,58.0
2022-08-21,55.0,91.0,,,3.0,,98.0,91.0,,,,,73.0
2022-08-28,73.0,95.0,,,15.0,,,,,,,,77.0
2022-09-04,87.0,96.0,,,31.0,,,,3.0,,,,84.0
2022-09-11,92.0,96.0,,5.0,44.0,,,,10.0,,,,91.0
2022-09-18,96.0,,,11.0,64.0,,,,27.0,,,,
2022-09-25,97.0,,,19.0,73.0,,,,45.0,,3.0,,
2022-10-02,98.0,,,34.0,82.0,,,,68.0,,9.0,,
2022-10-09,,,,53.0,93.0,,,,88.0,,22.0,,
2022-10-16,,,,67.0,97.0,,,,94.0,,38.0,,
2022-10-23,,,,78.0,98.0,,,,,,59.0,,
2022-10-30,,,,83.0,,,,,,,73.0,,
2022-11-06,,,,90.0,,,,,,,86.0,,
2022-11-13,,,,94.0,,,,,,,92.0,,
2022-11-20,,,,96.0,,,,,,,,,
2023-04-09,,,,,,7.0,,,,,,,
2023-04-16,,,,,,30.0,,,,,,5.0,
2023-04-23,,,11.0,,,58.0,,,,,,16.0,
2023-04-30,,,31.0,,,80.0,,,,,,34.0,
2023-05-07,,,56.0,,,92.0,,,,21.0,,50.0,
2023-05-14,,,78.0,,,96.0,,,,36.0,,62.0,
2023-05-21,,,88.0,,,97.0,,,,54.0,,74.0,
2023-05-28,,,93.0,,,98.0,,,,69.0,,86.0,
2023-06-04,,,96.0,,,99.0,,,,80.0,,91.0,
2023-06-11,,,97.0,,,,,,,86.0,,93.0,
2023-06-18,,,98.0,,,,,,,89.0,,,
2023-06-25,,,,,,,3.0,6.0,,93.0,,,
2023-07-02,,,,,,,21.0,22.0,,,,,2.0
2023-07-09,,3.0,,,,,52.0,37.0,,,,,6.0
2023-07-16,,21.0,,,,,81.0,56.0,,,,,19.0
2023-07-23,,39.0,,,,,90.0,68.0,,,,,31.0
2023-07-30,,56.0,,,,,94.0,79.0,,,,,45.0
2023-08-06,5.0,70.0,,,,,97.0,86.0,,,,,61.0
2023-08-13,30.0,84.0,,,,,98.0,91.0,,,,,71.0
2023-08-20,61.0,93.0,,,3.0,,,94.0,,,,,83.0
2023-08-27,76.0,96.0,,,16.0,,,,,,,,89.0
2023-09-03,87.0,97.0,,,32.0,,,,8.0,,,,94.0
2023-09-10,94.0,98.0,,9.0,51.0,,,,17.0,,,,
2023-09-17,97.0,,,19.0,70.0,,,,38.0,,,,
2023-09-24,98.0,,,28.0,86.0,,,,64.0,,4.0,,
2023-10-01,,,,42.0,92.0,,,,82.0,,12.0,,
2023-10-08,,,,56.0,96.0,,,,91.0,,27.0,,
2023-10-15,,,,65.0,98.0,,,,95.0,,46.0,,
2023-10-22,,,,75.0,,,,,,,61.0,,
2023-10-29,,,,84.0,,,,,,,75.0,,
2023-11-05,,,,89.0,,,,,,,84.0,,
2023-11-12,,,,94.0,,,,,,,91.0,,
2023-11-19,,,,97.0,,,,,,,,,
2023-11-26,,,,99.0,,,,,,,,,
2024-03-31,,,,,,2.0,,,,,,,
2024-04-07,,,,,,7.0,,,,,,,
2024-04-14,,,,,,26.0,,,,,,8.0,
2024-04-21,,,12.0,,,47.0,,,,,,16.0,
2024-04-28,,,35.0,,,63.0,,,,,,24.0,
2024-05-05,,,48.0,,,67.0,,,,17.0,,30.0,
2024-05-12,,,54.0,,,72.0,,,,25.0,,36.0,
2024-05-19,,,61.0,,,76.0,,,,31.0,,42.0,
2024-05-26,,,70.0,,,87.0,,,,40.0,,55.0,
2024-06-02,,,81.0,,,93.0,,,,52.0,,68.0,
2024-06-09,,,90.0,,,97.0,,,,67.0,,79.0,
2024-06-16,,,97.0,,,,,,,78.0,,86.0,
2024-06-23,,,99.0,,,,13.0,3.0,,85.0,,94.0,
2024-06-30,,,,,,,35.0,14.0,,91.0,,,
2024-07-07,,9.0,,,,,60.0,30.0,,,,,7.0
2024-07-14,,32.0,,,,,76.0,47.0,,,,,17.0
2024-07-21,,51.0,,,,,87.0,57.0,,,,,26.0
2024-07-28,,62.0,,,,,93.0,67.0,,,,,36.0
2024-08-04,22.0,76.0,,,,,96.0,78.0,,,,,52.0
2024-08-11,44.0,86.0,,,,,97.0,84.0,,,,,64.0
2024-08-18,64.0,92.0,,,7.0,,98.0,89.0,,,,,74.0
2024-08-25,75.0,95.0,,,17.0,,,,5.0,,,,79.0
2024-09-01,85.0,97.0,,,39.0,,,,13.0,,,,84.0
2024-09-08,91.0,98.0,,13.0,62.0,,,,23.0,,,,92.0
2024-09-15,95.0,,,25.0,74.0,,,,35.0,,4.0,,
2024-09-22,97.0,,,38.0,88.0,,,,56.0,,8.0,,
2024-09-29,99.0,,,48.0,93.0,,,,72.0,,13.0,,
2024-10-06,,,,62.0,97.0,,,,84.0,,23.0,,
2024-10-13,,,,73.0,99.0,,,,91.0,,41.0,,
2024-10-20,,,,80.0,100.0,,,,,,61.0,,
2024-10-27,,,,86.0,,,,,,,75.0,,
2024-11-03,,,,91.0,,,,,,,86.0,,
2024-11-10,,,,93.0,,,,,,,90.0,,
2025-04-06,,,,,,6.0,,,,,,,
2025-04-13,,,,,,9.0,,,,,,5.0,
2025-04-20,,,6.0,,,33.0,,,,,,15.0,
2025-04-27,,,15.0,,,47.0,,,,,,25.0,
2025-05-04,,,31.0,,,54.0,,,,9.0,,28.0,
2025-05-11,,,43.0,,,68.0,,,,17.0,,40.0,
2025-05-18,,,63.0,,,87.0,,,,30.0,,59.0,
2025-05-25,,,78.0,,,94.0,,,,48.0,,72.0,
2025-06-01,,,86.0,,,97.0,,,,60.0,,79.0,
2025-06-08,,,93.0,,,98.0,,,,69.0,,83.0,
2025-06-15,,,97.0,,,,,,,75.0,,86.0,
2025-06-22,,,98.0,,,,5.0,3.0,,82.0,,89.0,
2025-06-29,,,,,,,19.0,14.0,,87.0,,,1.0
2025-07-06,,9.0,,,,,46.0,29.0,,92.0,,,6.0
2025-07-13,,20.0,,,,,69.0,42.0,,,,,14.0
2025-07-20,,35.0,,,,,86.0,57.0,,,,,24.0
2025-07-27,,48.0,,,,,91.0,67.0,,,,,34.0
2025-08-03,10.0,65.0,,,,,95.0,78.0,,,,,49.0
2025-08-10,24.0,79.0,,,,,97.0,84.0,,,,,59.0
2025-08-17,50.0,89.0,,,3.0,,99.0,90.0,,,,,69.0
2025-08-24,66.0,94.0,,,15.0,,,,1.0,,,,82.0
2025-08-31,78.0,97.0,,,34.0,,,,11.0,,,,89.0
2025-09-07,88.0,99.0,,9.0,50.0,,,,16.0,,,,93.0
2025-09-14,94.0,,,17.0,66.0,,,,33.0,,4.0,,
2025-09-21,96.0,,,28.0,82.0,,,,50.0,,7.0,,
2025-09-28,98.0,,,40.0,93.0,,,,68.0,,11.0,,
