Date,Corn - Dented,Corn - Dough,Corn - Emerged,Corn - Harvested,Corn - Mature,Corn - Planted,Corn - Silking,Soybeans - Blooming,Soybeans - Dropping,Soybeans - Emerged,Soybeans - Harvested,Soybeans - Planted,Soybeans - Setting
2017-05-21,,,92.0,,,96.0,,,,19.0,,36.0,
2017-05-28,,,95.0,,,98.0,,,,26.0,,43.0,
2017-06-04,,,96.0,,,99.0,,,,42.0,,57.0,
2017-06-11,,,99.0,,,,,,,57.0,,68.0,
2017-06-18,,,100.0,,,,,,,67.0,,81.0,
2017-06-25,,,,,,,60.0,4.0,,79.0,,,
2017-07-02,,,,,,,78.0,12.0,,86.0,,,
2017-07-09,,,,,,,87.0,26.0,,,,,2.0
2017-07-16,,,,,,,93.0,34.0,,,,,12.0
2017-07-23,,72.0,,,,,97.0,46.0,,,,,26.0
2017-07-30,,86.0,,,,,98.0,67.0,,,,,41.0
2017-08-06,69.0,92.0,,,,,99.0,76.0,,,,,50.0
2017-08-13,79.0,95.0,,,,,100.0,86.0,,,,,58.0
2017-08-20,89.0,97.0,,,,,,90.0,,,,,64.0
2017-08-27,92.0,99.0,,,72.0,,,,2.0,,,,78.0
2017-09-03,95.0,100.0,,,83.0,,,,9.0,,,,87.0
2017-09-10,98.0,100.0,,56.0,88.0,,,,18.0,,,,
2017-09-17,100.0,,,68.0,93.0,,,,26.0,,1.0,,
2017-09-24,100.0,,,77.0,96.0,,,,37.0,,5.0,,
2017-10-01,100.0,,,85.0,100.0,,,,50.0,,10.0,,
2017-10-08,,,,89.0,100.0,,,,66.0,,16.0,,
2017-10-15,,,,92.0,100.0,,,,76.0,,26.0,,
2017-10-22,,,,95.0,100.0,,,,88.0,,34.0,,
2017-10-29,,,,97.0,,,,,,,41.0,,
2017-11-05,,,,98.0,,,,,,,50.0,,
2017-11-12,,,,100.0,,,,,,,54.0,,
2017-11-19,,,,100.0,,,,,,,63.0,,
2017-11-26,,,,100.0,,,,,,,,,
2018-04-08,,,,,,13.0,,,,,,,
2018-04-15,,,,,,30.0,,,,,,,
2018-04-22,,,,,,48.0,,,,,,1.0,
2018-04-29,,,36.0,,,63.0,,,,,,4.0,
2018-05-06,,,58.0,,,81.0,,,,,,13.0,
2018-05-13,,,78.0,,,92.0,,,,10.0,,24.0,
2018-05-20,,,89.0,,,96.0,,,,22.0,,38.0,
2018-05-27,,,94.0,,,98.0,,,,35.0,,50.0,
2018-06-03,,,97.0,,,99.0,,,,46.0,,54.0,
2018-06-10,,,98.0,,,,,,,54.0,,68.0,
2018-06-17,,,100.0,,,,,,,66.0,,79.0,
2018-06-24,,,,,,,47.0,5.0,,78.0,,,
2018-07-01,,,,,,,68.0,14.0,,,,,
2018-07-08,,,,,,,82.0,23.0,,,,,2.0
2018-07-15,,,,,,,90.0,38.0,,,,,11.0
2018-07-22,,63.0,,,,,94.0,49.0,,,,,21.0
2018-07-29,,77.0,,,,,97.0,57.0,,,,,29.0
2018-08-05,55.0,87.0,,,,,99.0,70.0,,,,,44.0
2018-08-12,69.0,91.0,,,,,,83.0,,,,,54.0
2018-08-19,80.0,94.0,,,,,,,,,,,65.0
2018-08-26,91.0,97.0,,,67.0,,,,1.0,,,,74.0
2018-09-02,93.0,99.0,,,80.0,,,,7.0,,,,
2018-09-09,96.0,,,43.0,90.0,,,,17.0,,,,
2018-09-16,99.0,,,66.0,93.0,,,,29.0,,3.0,,
2018-09-23,100.0,,,76.0,96.0,,,,40.0,,4.0,,
2018-09-30,,,,83.0,99.0,,,,55.0,,5.0,,
2018-10-07,,,,88.0,100.0,,,,73.0,,11.0,,
2018-10-14,,,,91.0,100.0,,,,80.0,,17.0,,
2018-10-21,,,,93.0,,,,,,,23.0,,
2018-10-28,,,,95.0,,,,,,,32.0,,
2018-11-04,,,,98.0,,,,,,,45.0,,
2018-11-11,,,,99.0,,,,,,,52.0,,
2018-11-18,,,,100.0,,,,,,,58.0,,
2018-11-25,,,,100.0,,,,,,,64.0,,
2019-04-07,,,,,,5.0,,,,,,,
2019-04-14,,,,,,18.0,,,,,,,
2019-04-21,,,,,,28.0,,,,,,,
2019-04-28,,,23.0,,,53.0,,,,,,5.0,
2019-05-05,,,50.0,,,73.0,,,,,,14.0,
2019-05-12,,,71.0,,,88.0,,,,,,25.0,
2019-05-19,,,80.0,,,93.0,,,,18.0,,36.0,
2019-05-26,,,89.0,,,95.0,,,,34.0,,52.0,
2019-06-02,,,94.0,,,97.0,,,,47.0,,58.0,
2019-06-09,,,95.0,,,100.0,,,,54.0,,68.0,
2019-06-16,,,100.0,,,100.0,,,,62.0,,74.0,
2019-06-23,,,100.0,,,100.0,,,,71.0,,82.0,
2019-06-30,,,100.0,,,,,,,81.0,,92.0,
2019-07-07,,,100.0,,,,62.0,13.0,,91.0,,96.0,
2019-07-14,,,,,,,80.0,22.0,,95.0,,,
2019-07-21,,53.0,,,,,89.0,36.0,,,,,18.0
2019-07-28,,71.0,,,,,93.0,45.0,,,,,26.0
2019-08-04,,87.0,,,,,99.0,62.0,,,,,38.0
2019-08-11,70.0,91.0,,,,,100.0,75.0,,,,,51.0
2019-08-18,84.0,95.0,,,,,100.0,85.0,,,,,64.0
2019-08-25,90.0,97.0,,,,,,92.0,,,,,73.0
2019-09-01,93.0,98.0,,,83.0,,,96.0,,,,,86.0
2019-09-08,95.0,100.0,,,90.0,,,,,,,,93.0
2019-09-15,97.0,100.0,,72.0,93.0,,,,32.0,,,,97.0
2019-09-22,100.0,100.0,,81.0,95.0,,,,45.0,,,,
2019-09-29,100.0,,,87.0,98.0,,,,59.0,,14.0,,
2019-10-06,100.0,,,91.0,100.0,,,,73.0,,17.0,,
2019-10-13,100.0,,,93.0,100.0,,,,87.0,,25.0,,
2019-10-20,,,,94.0,100.0,,,,93.0,,35.0,,
2019-10-27,,,,97.0,100.0,,,,96.0,,39.0,,
2019-11-03,,,,99.0,100.0,,,,,,45.0,,
2019-11-10,,,,100.0,,,,,,,54.0,,
2019-11-17,,,,100.0,,,,,,,61.0,,
2019-11-24,,,,100.0,,,,,,,67.0,,
2019-12-01,,,,100.0,,,,,,,75.0,,
2019-12-08,,,,100.0,,,,,,,,,
2020-04-12,,,,,,28.0,,,,,,,
2020-04-19,,,,,,49.0,,,,,,1.0,
2020-04-26,,,40.0,,,62.0,,,,,,5.0,
2020-05-03,,,57.0,,,79.0,,,,,,10.0,
2020-05-10,,,72.0,,,89.0,,,,6.0,,17.0,
2020-05-17,,,87.0,,,95.0,,,,16.0,,33.0,
2020-05-24,,,91.0,,,98.0,,,,32.0,,47.0,
2020-05-31,,,93.0,,,100.0,,,,42.0,,55.0,
2020-06-07,,,98.0,,,100.0,,,,53.0,,68.0,
2020-06-14,,,100.0,,,,,,,65.0,,77.0,
2020-06-21,,,,,,,26.0,1.0,,75.0,,80.0,
2020-06-28,,,,,,,45.0,8.0,,78.0,,,
2020-07-05,,,,,,,70.0,21.0,,,,,
2020-07-12,,29.0,,,,,86.0,32.0,,,,,10.0
2020-07-19,,47.0,,,,,94.0,40.0,,,,,24.0
2020-07-26,,69.0,,,,,97.0,52.0,,,,,35.0
2020-08-02,,77.0,,,,,100.0,60.0,,,,,40.0
2020-08-09,56.0,84.0,,,,,100.0,74.0,,,,,50.0
2020-08-16,74.0,92.0,,,,,,88.0,,,,,62.0
2020-08-23,85.0,96.0,,,58.0,,,,1.0,,,,76.0
2020-08-30,90.0,98.0,,,73.0,,,,5.0,,,,84.0
2020-09-06,93.0,100.0,,,83.0,,,,10.0,,,,
2020-09-13,97.0,,,47.0,90.0,,,,18.0,,,,
2020-09-20,100.0,,,63.0,93.0,,,,26.0,,1.0,,
2020-09-27,,,,74.0,96.0,,,,39.0,,4.0,,
2020-10-04,,,,85.0,99.0,,,,49.0,,9.0,,
2020-10-11,,,,90.0,100.0,,,,63.0,,14.0,,
2020-10-18,,,,93.0,100.0,,,,76.0,,18.0,,
2020-10-25,,,,95.0,,,,,,,21.0,,
2020-11-01,,,,97.0,,,,,,,29.0,,
2020-11-08,,,,99.0,,,,,,,45.0,,
2020-11-15,,,,100.0,,,,,,,53.0,,
2021-04-04,,,,,,1.0,,,,,,,
2021-04-11,,,,,,16.0,,,,,,,
2021-04-18,,,13.0,,,40.0,,,,,,2.0,
2021-04-25,,,37.0,,,62.0,,,,,,14.0,
2021-05-02,,,60.0,,,79.0,,,,,,19.0,
2021-05-09,,,77.0,,,90.0,,,,9.0,,26.0,
2021-05-16,,,86.0,,,95.0,,,,22.0,,39.0,
2021-05-23,,,92.0,,,97.0,,,,37.0,,52.0,
2021-05-30,,,96.0,,,100.0,,,,47.0,,60.0,
2021-06-06,,,100.0,,,,,,,58.0,,72.0,
2021-06-13,,,100.0,,,,,,,67.0,,77.0,
2021-06-20,,,,,,,,,,75.0,,84.0,
2021-06-27,,,,,,,52.0,5.0,,82.0,,,
2021-07-04,,,,,,,69.0,13.0,,,,,1.0
2021-07-11,,22.0,,,,,84.0,22.0,,,,,9.0
2021-07-18,,39.0,,,,,89.0,37.0,,,,,20.0
2021-07-25,,64.0,,,,,96.0,54.0,,,,,28.0
2021-08-01,,81.0,,,,,98.0,62.0,,,,,35.0
2021-08-08,61.0,89.0,,,,,100.0,74.0,,,,,46.0
2021-08-15,74.0,93.0,,,,,,86.0,,,,,64.0
2021-08-22,88.0,97.0,,,55.0,,,93.0,1.0,,,,77.0
2021-08-29,94.0,99.0,,,74.0,,,,7.0,,,,86.0
2021-09-05,97.0,100.0,,,86.0,,,,11.0,,,,93.0
2021-09-12,98.0,,,49.0,92.0,,,,23.0,,,,
2021-09-19,100.0,,,66.0,96.0,,,,35.0,,1.0,,
2021-09-26,100.0,,,77.0,97.0,,,,51.0,,5.0,,
2021-10-03,,,,86.0,99.0,,,,62.0,,10.0,,
2021-10-10,,,,91.0,100.0,,,,77.0,,16.0,,
2021-10-17,,,,93.0,100.0,,,,86.0,,19.0,,
2021-10-24,,,,96.0,,,,,,,28.0,,
2021-10-31,,,,97.0,,,,,,,43.0,,
2021-11-07,,,,99.0,,,,,,,57.0,,
2021-11-14,,,,100.0,,,,,,,66.0,,
2021-11-21,,,,100.0,,,,,,,77.0,,
2022-04-03,,,,,,3.0,,,,,,,
2022-04-10,,,,,,17.0,,,,,,,
2022-04-17,,,,,,39.0,,,,,,,
2022-04-24,,,32.0,,,60.0,,,,,,6.0,
2022-05-01,,,56.0,,,80.0,,,,,,16.0,
2022-05-08,,,76.0,,,91.0,,,,15.0,,28.0,
2022-05-15,,,89.0,,,95.0,,,,27.0,,44.0,
2022-05-22,,,93.0,,,97.0,,,,43.0,,61.0,
2022-05-29,,,95.0,,,99.0,,,,60.0,,72.0,
2022-06-05,,,98.0,,,100.0,,,,71.0,,78.0,
2022-06-12,,,100.0,,,100.0,,,,74.0,,81.0,
2022-06-19,,,100.0,,,,,,,78.0,,86.0,
2022-06-26,,,,,,,39.0,8.0,,85.0,,94.0,
2022-07-03,,,,,,,54.0,21.0,,93.0,,,1.0
2022-07-10,,30.0,,,,,69.0,38.0,,,,,12.0
2022-07-17,,43.0,,,,,77.0,52.0,,,,,25.0
2022-07-24,,56.0,,,,,85.0,64.0,,,,,35.0
2022-07-31,,70.0,,,,,92.0,77.0,,,,,51.0
2022-08-07,48.0,82.0,,,,,96.0,86.0,,,,,62.0
2022-08-14,63.0,87.0,,,,,100.0,91.0,,,,,71.0
2022-08-21,78.0,91.0,,,46.0,,100.0,96.0,,,,,85.0
2022-08-28,86.0,96.0,,,62.0,,,,4.0,,,,93.0
2022-09-04,92.0,98.0,,,78.0,,,,17.0,,,,96.0
2022-09-11,95.0,100.0,,46.0,86.0,,,,32.0,,,,98.0
2022-09-18,98.0,,,62.0,90.0,,,,42.0,,4.0,,
2022-09-25,100.0,,,74.0,94.0,,,,52.0,,10.0,,
2022-10-02,100.0,,,81.0,98.0,,,,68.0,,14.0,,
2022-10-09,,,,88.0,100.0,,,,80.0,,23.0,,
2022-10-16,,,,91.0,100.0,,,,90.0,,31.0,,
2022-10-23,,,,94.0,100.0,,,,,,38.0,,
2022-10-30,,,,96.0,,,,,,,45.0,,
2022-11-06,,,,98.0,,,,,,,55.0,,
2022-11-13,,,,100.0,,,,,,,66.0,,
2022-11-20,,,,100.0,,,,,,,,,
2023-04-02,,,,,,1.0,,,,,,,
2023-04-09,,,,,,12.0,,,,,,,
2023-04-16,,,,,,28.0,,,,,,,
2023-04-23,,,25.0,,,52.0,,,,,,4.0,
2023-04-30,,,48.0,,,70.0,,,,,,9.0,
2023-05-07,,,65.0,,,85.0,,,,8.0,,15.0,
2023-05-14,,,83.0,,,95.0,,,,14.0,,32.0,
2023-05-21,,,90.0,,,97.0,,,,30.0,,47.0,
2023-05-28,,,95.0,,,99.0,,,,45.0,,62.0,
2023-06-04,,,97.0,,,100.0,,,,61.0,,73.0,
2023-06-11,,,99.0,,,,,,,70.0,,79.0,
2023-06-18,,,100.0,,,,,,,76.0,,,
2023-06-25,,,,,,,32.0,10.0,,85.0,,,
2023-07-02,,,,,,,55.0,20.0,,,,,1.0
2023-07-09,,25.0,,,,,74.0,32.0,,,,,6.0
2023-07-16,,35.0,,,,,85.0,49.0,,,,,24.0
2023-07-23,,46.0,,,,,89.0,58.0,,,,,35.0
2023-07-30,,59.0,,,,,92.0,68.0,,,,,45.0
2023-08-06,38.0,76.0,,,,,96.0,81.0,,,,,56.0
2023-08-13,59.0,86.0,,,,,99.0,88.0,,,,,71.0
2023-08-20,76.0,93.0,,,46.0,,,95.0,,,,,83.0
2023-08-27,89.0,96.0,,,68.0,,,,9.0,,,,92.0
2023-09-03,94.0,98.0,,,81.0,,,,17.0,,,,96.0
2023-09-10,95.0,100.0,,49.0,89.0,,,,27.0,,,,
2023-09-17,98.0,,,65.0,92.0,,,,42.0,,1.0,,
2023-09-24,100.0,,,78.0,93.0,,,,56.0,,3.0,,
2023-10-01,,,,86.0,96.0,,,,66.0,,6.0,,
2023-10-08,,,,92.0,100.0,,,,78.0,,12.0,,
2023-10-15,,,,94.0,100.0,,,,86.0,,18.0,,
2023-10-22,,,,96.0,,,,,,,26.0,,
2023-10-29,,,,97.0,,,,,,,34.0,,
2023-11-05,,,,98.0,,,,,,,45.0,,
2023-11-12,,,,100.0,,,,,,,61.0,,
2023-11-19,,,,100.0,,,,,,,,,
2023-11-26,,,,100.0,,,,,,,,,
2024-04-07,,,,,,8.0,,,,,,,
2024-04-14,,,,,,27.0,,,,,,,
2024-04-21,,,26.0,,,51.0,,,,,,6.0,
2024-04-28,,,46.0,,,70.0,,,,,,14.0,
2024-05-05,,,66.0,,,86.0,,,,9.0,,26.0,
2024-05-12,,,81.0,,,95.0,,,,22.0,,40.0,
2024-05-19,,,90.0,,,98.0,,,,34.0,,47.0,
2024-05-26,,,91.0,,,100.0,,,,46.0,,59.0,
2024-06-02,,,97.0,,,100.0,,,,58.0,,69.0,
2024-06-09,,,98.0,,,100.0,,,,66.0,,79.0,
2024-06-16,,,100.0,,,,,,,76.0,,83.0,
2024-06-23,,,100.0,,,,43.0,12.0,,79.0,,88.0,
2024-06-30,,,,,,,63.0,22.0,,85.0,,,
2024-07-07,,26.0,,,,,79.0,31.0,,,,,9.0
2024-07-14,,43.0,,,,,85.0,40.0,,,,,20.0
2024-07-21,,58.0,,,,,91.0,55.0,,,,,33.0
2024-07-28,,74.0,,,,,95.0,69.0,,,,,42.0
2024-08-04,55.0,83.0,,,,,99.0,80.0,,,,,51.0
2024-08-11,70.0,89.0,,,,,100.0,87.0,,,,,60.0
2024-08-18,80.0,92.0,,,40.0,,100.0,90.0,,,,,75.0
2024-08-25,88.0,96.0,,,59.0,,,,2.0,,,,86.0
2024-09-01,93.0,98.0,,,75.0,,,,11.0,,,,93.0
2024-09-08,95.0,100.0,,33.0,83.0,,,,19.0,,,,96.0
2024-09-15,97.0,,,47.0,86.0,,,,27.0,,1.0,,
2024-09-22,99.0,,,64.0,91.0,,,,36.0,,5.0,,
2024-09-29,100.0,,,72.0,95.0,,,,50.0,,7.0,,
2024-10-06,,,,80.0,99.0,,,,61.0,,13.0,,
2024-10-13,,,,88.0,100.0,,,,73.0,,20.0,,
2024-10-20,,,,94.0,100.0,,,,,,31.0,,
2024-10-27,,,,97.0,,,,,,,37.0,,
2024-11-03,,,,99.0,,,,,,,43.0,,
2024-11-10,,,,100.0,,,,,,,53.0,,
2025-04-06,,,,,,6.0,,,,,,,
2025-04-13,,,,,,19.0,,,,,,2.0,
2025-04-20,,,21.0,,,42.0,,,,,,7.0,
2025-04-27,,,39.0,,,60.0,,,,,,17.0,
2025-05-04,,,57.0,,,73.0,,,,14.0,,25.0,
2025-05-11,,,75.0,,,86.0,,,,25.0,,40.0,
2025-05-18,,,88.0,,,92.0,,,,42.0,,54.0,
2025-05-25,,,93.0,,,96.0,,,,57.0,,68.0,
2025-06-01,,,95.0,,,99.0,,,,65.0,,72.0,
2025-06-08,,,97.0,,,100.0,,,,74.0,,78.0,
2025-06-15,,,100.0,,,,,,,77.0,,83.0,
2025-06-22,,,100.0,,,,48.0,6.0,,83.0,,88.0,
2025-06-29,,,,,,,67.0,18.0,,87.0,,,1.0
2025-07-06,,37.0,,,,,82.0,34.0,,96.0,,,12.0
2025-07-13,,50.0,,,,,89.0,48.0,,,,,22.0
2025-07-20,,71.0,,,,,95.0,59.0,,,,,38.0
2025-07-27,,81.0,,,,,96.0,72.0,,,,,47.0
2025-08-03,71.0,87.0,,,,,97.0,84.0,,,,,55.0
2025-08-10,83.0,90.0,,,,,99.0,90.0,,,,,69.0
2025-08-17,88.0,92.0,,,52.0,,100.0,94.0,,,,,81.0
2025-08-24,89.0,93.0,,,62.0,,,,10.0,,,,87.0
2025-08-31,93.0,96.0,,,78.0,,,,13.0,,,,92.0
2025-09-07,95.0,100.0,,44.0,83.0,,,,17.0,,,,94.0
2025-09-14,97.0,,,59.0,86.0,,,,29.0,,2.0,,
2025-09-21,99.0,,,74.0,90.0,,,,47.0,,4.0,,
2025-09-28,100.0,,,82.0,92.0,,,,66.0,,8.0,,
