Date,Corn - Dented,Corn - Dough,Corn - Emerged,Corn - Harvested,Corn - Mature,Corn - Planted,Corn - Silking,Soybeans - Blooming,Soybeans - Dropping,Soybeans - Emerged,Soybeans - Harvested,Soybeans - Planted,Soybeans - Setting
2017-05-21,,,45.0,,,76.0,,,,16.0,,47.0,
2017-05-28,,,60.0,,,81.0,,,,32.0,,54.0,
2017-06-04,,,74.0,,,91.0,,,,47.0,,75.0,
2017-06-11,,,86.0,,,,,,,68.0,,90.0,
2017-06-18,,,92.0,,,,,,,84.0,,96.0,
2017-06-25,,,,,,,2.0,2.0,,90.0,,,
2017-07-02,,,,,,,8.0,14.0,,97.0,,,
2017-07-09,,,,,,,19.0,31.0,,,,,1.0
2017-07-16,,,,,,,39.0,50.0,,,,,13.0
2017-07-23,,5.0,,,,,67.0,68.0,,,,,28.0
2017-07-30,,25.0,,,,,83.0,81.0,,,,,47.0
2017-08-06,3.0,45.0,,,,,95.0,90.0,,,,,65.0
2017-08-13,20.0,65.0,,,,,100.0,93.0,,,,,78.0
2017-08-20,40.0,80.0,,,,,,96.0,,,,,86.0
2017-08-27,53.0,89.0,,,3.0,,,,5.0,,,,93.0
2017-09-03,65.0,94.0,,,13.0,,,,13.0,,,,96.0
2017-09-10,76.0,96.0,,1.0,26.0,,,,26.0,,,,
2017-09-17,86.0,,,5.0,39.0,,,,44.0,,2.0,,
2017-09-24,92.0,,,10.0,54.0,,,,64.0,,10.0,,
2017-10-01,96.0,,,16.0,69.0,,,,81.0,,24.0,,
2017-10-08,,,,24.0,82.0,,,,90.0,,42.0,,
2017-10-15,,,,34.0,91.0,,,,95.0,,52.0,,
2017-10-22,,,,46.0,95.0,,,,98.0,,69.0,,
2017-10-29,,,,59.0,,,,,,,80.0,,
2017-11-05,,,,70.0,,,,,,,85.0,,
2017-11-12,,,,80.0,,,,,,,89.0,,
2017-11-19,,,,87.0,,,,,,,92.0,,
2017-11-26,,,,93.0,,,,,,,,,
2018-04-22,,,,,,1.0,,,,,,,
2018-04-29,,,,,,8.0,,,,,,3.0,
2018-05-06,,,3.0,,,42.0,,,,,,23.0,
2018-05-13,,,32.0,,,73.0,,,,9.0,,53.0,
2018-05-20,,,61.0,,,88.0,,,,38.0,,73.0,
2018-05-27,,,81.0,,,95.0,,,,63.0,,87.0,
2018-06-03,,,89.0,,,98.0,,,,79.0,,94.0,
2018-06-10,,,97.0,,,,,,,88.0,,96.0,
2018-06-17,,,99.0,,,,,,,94.0,,98.0,
2018-06-24,,,,,,,2.0,8.0,,97.0,,,
2018-07-01,,,,,,,18.0,33.0,,,,,
2018-07-08,,,,,,,49.0,54.0,,,,,19.0
2018-07-15,,,,,,,74.0,70.0,,,,,37.0
2018-07-22,,6.0,,,,,86.0,80.0,,,,,53.0
2018-07-29,,34.0,,,,,93.0,85.0,,,,,66.0
2018-08-05,3.0,58.0,,,,,97.0,91.0,,,,,77.0
2018-08-12,26.0,75.0,,,,,,95.0,,,,,85.0
2018-08-19,43.0,86.0,,,,,,,,,,,92.0
2018-08-26,59.0,93.0,,,11.0,,,,9.0,,,,95.0
2018-09-02,74.0,96.0,,,23.0,,,,21.0,,,,
2018-09-09,86.0,,,2.0,40.0,,,,41.0,,,,
2018-09-16,94.0,,,7.0,61.0,,,,63.0,,2.0,,
2018-09-23,98.0,,,18.0,81.0,,,,80.0,,13.0,,
2018-09-30,,,,27.0,91.0,,,,89.0,,24.0,,
2018-10-07,,,,39.0,95.0,,,,94.0,,40.0,,
2018-10-14,,,,51.0,100.0,,,,97.0,,51.0,,
2018-10-21,,,,65.0,,,,,,,67.0,,
2018-10-28,,,,77.0,,,,,,,80.0,,
2018-11-04,,,,83.0,,,,,,,87.0,,
2018-11-11,,,,88.0,,,,,,,91.0,,
2018-11-18,,,,92.0,,,,,,,93.0,,
2018-11-25,,,,95.0,,,,,,,95.0,,
2019-04-14,,,,,,1.0,,,,,,,
2019-04-21,,,,,,1.0,,,,,,,
2019-04-28,,,,,,2.0,,,,,,,
2019-05-05,,,,,,3.0,,,,,,1.0,
2019-05-12,,,1.0,,,6.0,,,,,,2.0,
2019-05-19,,,4.0,,,14.0,,,,1.0,,6.0,
2019-05-26,,,10.0,,,22.0,,,,3.0,,11.0,
2019-06-02,,,18.0,,,31.0,,,,9.0,,17.0,
2019-06-09,,,35.0,,,67.0,,,,19.0,,42.0,
2019-06-16,,,61.0,,,84.0,,,,38.0,,64.0,
2019-06-23,,,79.0,,,91.0,,,,56.0,,75.0,
2019-06-30,,,88.0,,,,,,,73.0,,88.0,
2019-07-07,,,93.0,,,,1.0,1.0,,85.0,,93.0,
2019-07-14,,,,,,,10.0,7.0,,91.0,,,
2019-07-21,,,,,,,23.0,21.0,,,,,1.0
2019-07-28,,8.0,,,,,40.0,37.0,,,,,8.0
2019-08-04,,16.0,,,,,60.0,54.0,,,,,19.0
2019-08-11,1.0,28.0,,,,,79.0,70.0,,,,,34.0
2019-08-18,7.0,43.0,,,,,89.0,81.0,,,,,50.0
2019-08-25,17.0,59.0,,,,,,89.0,,,,,65.0
2019-09-01,26.0,70.0,,,1.0,,,93.0,,,,,76.0
2019-09-08,43.0,82.0,,,8.0,,,,,,,,84.0
2019-09-15,59.0,90.0,,1.0,16.0,,,,5.0,,,,91.0
2019-09-22,73.0,95.0,,3.0,26.0,,,,26.0,,,,
2019-09-29,84.0,,,8.0,41.0,,,,49.0,,6.0,,
2019-10-06,91.0,,,15.0,56.0,,,,66.0,,14.0,,
2019-10-13,95.0,,,24.0,72.0,,,,84.0,,30.0,,
2019-10-20,,,,36.0,85.0,,,,92.0,,53.0,,
2019-10-27,,,,48.0,94.0,,,,96.0,,71.0,,
2019-11-03,,,,57.0,97.0,,,,,,79.0,,
2019-11-10,,,,72.0,,,,,,,88.0,,
2019-11-17,,,,80.0,,,,,,,91.0,,
2019-11-24,,,,89.0,,,,,,,94.0,,
2019-12-01,,,,93.0,,,,,,,96.0,,
2019-12-08,,,,96.0,,,,,,,,,
2020-04-12,,,,,,1.0,,,,,,,
2020-04-19,,,,,,4.0,,,,,,2.0,
2020-04-26,,,1.0,,,18.0,,,,,,11.0,
2020-05-03,,,4.0,,,33.0,,,,,,22.0,
2020-05-10,,,13.0,,,51.0,,,,7.0,,37.0,
2020-05-17,,,31.0,,,72.0,,,,18.0,,56.0,
2020-05-24,,,55.0,,,80.0,,,,38.0,,66.0,
2020-05-31,,,73.0,,,87.0,,,,58.0,,76.0,
2020-06-07,,,85.0,,,95.0,,,,74.0,,88.0,
2020-06-14,,,94.0,,,,,,,85.0,,94.0,
2020-06-21,,,,,,,,1.0,,92.0,,98.0,
2020-06-28,,,,,,,2.0,10.0,,97.0,,,
2020-07-05,,,,,,,7.0,26.0,,,,,1.0
2020-07-12,,,,,,,30.0,44.0,,,,,9.0
2020-07-19,,4.0,,,,,61.0,63.0,,,,,22.0
2020-07-26,,17.0,,,,,84.0,79.0,,,,,38.0
2020-08-02,,37.0,,,,,93.0,87.0,,,,,54.0
2020-08-09,4.0,56.0,,,,,97.0,93.0,,,,,70.0
2020-08-16,16.0,71.0,,,,,,97.0,,,,,81.0
2020-08-23,35.0,86.0,,,2.0,,,,1.0,,,,91.0
2020-08-30,52.0,94.0,,,8.0,,,,7.0,,,,95.0
2020-09-06,68.0,97.0,,,20.0,,,,19.0,,,,
2020-09-13,82.0,,,1.0,34.0,,,,39.0,,,,
2020-09-20,91.0,,,5.0,50.0,,,,64.0,,4.0,,
2020-09-27,,,,12.0,66.0,,,,80.0,,17.0,,
2020-10-04,,,,22.0,83.0,,,,90.0,,30.0,,
2020-10-11,,,,34.0,91.0,,,,95.0,,52.0,,
2020-10-18,,,,48.0,95.0,,,,100.0,,72.0,,
2020-10-25,,,,62.0,,,,,,,82.0,,
2020-11-01,,,,73.0,,,,,,,87.0,,
2020-11-08,,,,86.0,,,,,,,93.0,,
2020-11-15,,,,93.0,,,,,,,97.0,,
2021-04-11,,,,,,2.0,,,,,,,
2021-04-18,,,,,,7.0,,,,,,4.0,
2021-04-25,,,2.0,,,14.0,,,,,,9.0,
2021-05-02,,,8.0,,,32.0,,,,,,24.0,
2021-05-09,,,18.0,,,46.0,,,,12.0,,36.0,
2021-05-16,,,34.0,,,62.0,,,,22.0,,50.0,
2021-05-23,,,55.0,,,82.0,,,,41.0,,69.0,
2021-05-30,,,76.0,,,94.0,,,,63.0,,86.0,
2021-06-06,,,88.0,,,,,,,78.0,,92.0,
2021-06-13,,,96.0,,,,,,,88.0,,96.0,
2021-06-20,,,,,,,,1.0,,95.0,,100.0,
2021-06-27,,,,,,,1.0,8.0,,100.0,,,
2021-07-04,,,,,,,7.0,22.0,,,,,1.0
2021-07-11,,1.0,,,,,27.0,38.0,,,,,7.0
2021-07-18,,8.0,,,,,59.0,58.0,,,,,19.0
2021-07-25,,19.0,,,,,82.0,74.0,,,,,36.0
2021-08-01,,31.0,,,,,93.0,85.0,,,,,52.0
2021-08-08,3.0,52.0,,,,,96.0,91.0,,,,,66.0
2021-08-15,17.0,76.0,,,,,,95.0,,,,,79.0
2021-08-22,36.0,87.0,,,1.0,,,100.0,1.0,,,,90.0
2021-08-29,57.0,93.0,,,8.0,,,,9.0,,,,94.0
2021-09-05,72.0,96.0,,,15.0,,,,18.0,,,,97.0
2021-09-12,88.0,,,2.0,34.0,,,,39.0,,,,
2021-09-19,94.0,,,9.0,55.0,,,,64.0,,8.0,,
2021-09-26,97.0,,,15.0,72.0,,,,80.0,,13.0,,
2021-10-03,,,,26.0,88.0,,,,91.0,,28.0,,
2021-10-10,,,,36.0,94.0,,,,94.0,,38.0,,
2021-10-17,,,,45.0,97.0,,,,97.0,,49.0,,
2021-10-24,,,,57.0,,,,,,,63.0,,
2021-10-31,,,,62.0,,,,,,,67.0,,
2021-11-07,,,,75.0,,,,,,,77.0,,
2021-11-14,,,,85.0,,,,,,,88.0,,
2021-11-21,,,,91.0,,,,,,,94.0,,
2022-04-24,,,,,,1.0,,,,,,,
2022-05-01,,,,,,6.0,,,,,,3.0,
2022-05-08,,,1.0,,,11.0,,,,,,7.0,
2022-05-15,,,9.0,,,40.0,,,,4.0,,28.0,
2022-05-22,,,32.0,,,64.0,,,,20.0,,50.0,
2022-05-29,,,58.0,,,81.0,,,,45.0,,70.0,
2022-06-05,,,76.0,,,92.0,,,,63.0,,84.0,
2022-06-12,,,89.0,,,97.0,,,,80.0,,92.0,
2022-06-19,,,96.0,,,,,,,89.0,,96.0,
2022-06-26,,,,,,,,3.0,,96.0,,100.0,
2022-07-03,,,,,,,4.0,14.0,,99.0,,,1.0
2022-07-10,,,,,,,16.0,31.0,,,,,4.0
2022-07-17,,3.0,,,,,39.0,45.0,,,,,13.0
2022-07-24,,10.0,,,,,69.0,62.0,,,,,24.0
2022-07-31,,25.0,,,,,85.0,77.0,,,,,41.0
2022-08-07,1.0,44.0,,,,,93.0,87.0,,,,,58.0
2022-08-14,8.0,59.0,,,,,96.0,92.0,,,,,71.0
2022-08-21,20.0,77.0,,,1.0,,99.0,96.0,,,,,81.0
2022-08-28,37.0,88.0,,,2.0,,,,2.0,,,,90.0
2022-09-04,55.0,94.0,,,9.0,,,,10.0,,,,95.0
2022-09-11,73.0,97.0,,,15.0,,,,21.0,,,,99.0
2022-09-18,86.0,,,1.0,29.0,,,,42.0,,1.0,,
2022-09-25,92.0,,,6.0,47.0,,,,64.0,,5.0,,
2022-10-02,96.0,,,16.0,67.0,,,,82.0,,17.0,,
2022-10-09,,,,27.0,84.0,,,,91.0,,36.0,,
2022-10-16,,,,39.0,92.0,,,,96.0,,57.0,,
2022-10-23,,,,54.0,95.0,,,,,,75.0,,
2022-10-30,,,,71.0,,,,,,,87.0,,
2022-11-06,,,,83.0,,,,,,,93.0,,
2022-11-13,,,,91.0,,,,,,,96.0,,
2022-11-20,,,,95.0,,,,,,,,,
2023-04-16,,,,,,3.0,,,,,,2.0,
2023-04-23,,,,,,9.0,,,,,,8.0,
2023-04-30,,,1.0,,,20.0,,,,,,18.0,
2023-05-07,,,6.0,,,36.0,,,,5.0,,33.0,
2023-05-14,,,22.0,,,56.0,,,,18.0,,52.0,
2023-05-21,,,47.0,,,77.0,,,,40.0,,72.0,
2023-05-28,,,71.0,,,92.0,,,,63.0,,88.0,
2023-06-04,,,85.0,,,97.0,,,,78.0,,95.0,
2023-06-11,,,94.0,,,,,,,90.0,,97.0,
2023-06-18,,,97.0,,,,,,,95.0,,,
2023-06-25,,,,,,,3.0,4.0,,99.0,,,
2023-07-02,,,,,,,7.0,13.0,,,,,
2023-07-09,,,,,,,15.0,22.0,,,,,2.0
2023-07-16,,4.0,,,,,40.0,42.0,,,,,9.0
2023-07-23,,11.0,,,,,64.0,59.0,,,,,20.0
2023-07-30,,24.0,,,,,81.0,75.0,,,,,40.0
2023-08-06,,39.0,,,,,90.0,85.0,,,,,57.0
2023-08-13,2.0,55.0,,,,,94.0,91.0,,,,,71.0
2023-08-20,12.0,71.0,,,,,,94.0,,,,,80.0
2023-08-27,32.0,82.0,,,1.0,,,,1.0,,,,88.0
2023-09-03,51.0,92.0,,,4.0,,,,6.0,,,,92.0
2023-09-10,70.0,96.0,,,12.0,,,,19.0,,,,
2023-09-17,85.0,,,2.0,31.0,,,,40.0,,1.0,,
2023-09-24,93.0,,,7.0,51.0,,,,64.0,,7.0,,
2023-10-01,,,,13.0,69.0,,,,80.0,,17.0,,
2023-10-08,,,,21.0,82.0,,,,90.0,,33.0,,
2023-10-15,,,,30.0,92.0,,,,96.0,,52.0,,
2023-10-22,,,,42.0,,,,,,,65.0,,
2023-10-29,,,,56.0,,,,,,,79.0,,
2023-11-05,,,,68.0,,,,,,,87.0,,
2023-11-12,,,,82.0,,,,,,,94.0,,
2023-11-19,,,,90.0,,,,,,,,,
2023-11-26,,,,95.0,,,,,,,,,
2024-04-14,,,,,,1.0,,,,,,,
2024-04-21,,,,,,2.0,,,,,,2.0,
2024-04-28,,,,,,8.0,,,,,,8.0,
2024-05-05,,,6.0,,,20.0,,,,6.0,,20.0,
2024-05-12,,,15.0,,,36.0,,,,14.0,,34.0,
2024-05-19,,,30.0,,,54.0,,,,27.0,,49.0,
2024-05-26,,,50.0,,,73.0,,,,45.0,,69.0,
2024-06-02,,,71.0,,,87.0,,,,64.0,,81.0,
2024-06-09,,,83.0,,,94.0,,,,77.0,,89.0,
2024-06-16,,,92.0,,,,,,,88.0,,95.0,
2024-06-23,,,98.0,,,,1.0,3.0,,95.0,,99.0,
2024-06-30,,,,,,,7.0,15.0,,98.0,,,1.0
2024-07-07,,,,,,,20.0,30.0,,,,,9.0
2024-07-14,,3.0,,,,,42.0,51.0,,,,,21.0
2024-07-21,,13.0,,,,,66.0,67.0,,,,,35.0
2024-07-28,,26.0,,,,,81.0,79.0,,,,,48.0
2024-08-04,2.0,40.0,,,,,89.0,86.0,,,,,60.0
2024-08-11,11.0,55.0,,,,,94.0,91.0,,,,,73.0
2024-08-18,25.0,71.0,,,,,98.0,96.0,,,,,82.0
2024-08-25,43.0,84.0,,,4.0,,,,7.0,,,,90.0
2024-09-01,61.0,89.0,,,12.0,,,,15.0,,,,94.0
2024-09-08,79.0,96.0,,1.0,25.0,,,,33.0,,,,97.0
2024-09-15,90.0,,,5.0,48.0,,,,51.0,,6.0,,
2024-09-22,95.0,,,12.0,67.0,,,,72.0,,16.0,,
2024-09-29,100.0,,,20.0,81.0,,,,86.0,,23.0,,
2024-10-06,,,,29.0,91.0,,,,92.0,,36.0,,
2024-10-13,,,,44.0,96.0,,,,96.0,,57.0,,
2024-10-20,,,,61.0,99.0,,,,,,75.0,,
2024-10-27,,,,77.0,,,,,,,87.0,,
2024-11-03,,,,88.0,,,,,,,93.0,,
2024-11-10,,,,94.0,,,,,,,96.0,,
2025-04-20,,,,,,2.0,,,,,,3.0,
2025-04-27,,,,,,10.0,,,,,,10.0,
2025-05-04,,,6.0,,,26.0,,,,2.0,,25.0,
2025-05-11,,,19.0,,,45.0,,,,14.0,,41.0,
2025-05-18,,,39.0,,,64.0,,,,32.0,,59.0,
2025-05-25,,,57.0,,,76.0,,,,49.0,,71.0,
2025-06-01,,,70.0,,,86.0,,,,63.0,,81.0,
2025-06-08,,,81.0,,,93.0,,,,75.0,,90.0,
2025-06-15,,,89.0,,,,,,,85.0,,93.0,
2025-06-22,,,94.0,,,,,2.0,,90.0,,95.0,
2025-06-29,,,,,,,2.0,8.0,,94.0,,,
2025-07-06,,,,,,,13.0,21.0,,97.0,,,2.0
2025-07-13,,1.0,,,,,31.0,38.0,,,,,11.0
2025-07-20,,9.0,,,,,55.0,57.0,,,,,25.0
2025-07-27,,19.0,,,,,74.0,70.0,,,,,41.0
2025-08-03,,33.0,,,,,87.0,82.0,,,,,55.0
2025-08-10,,54.0,,,,,93.0,89.0,,,,,68.0
2025-08-17,20.0,69.0,,,,,96.0,95.0,,,,,80.0
2025-08-24,34.0,82.0,,,1.0,,,,2.0,,,,89.0
2025-08-31,47.0,90.0,,,5.0,,,,12.0,,,,94.0
2025-09-07,71.0,95.0,,1.0,19.0,,,,28.0,,,,96.0
2025-09-14,85.0,,,6.0,40.0,,,,51.0,,3.0,,
2025-09-21,91.0,,,10.0,54.0,,,,69.0,,12.0,,
2025-09-28,95.0,,,16.0,68.0,,,,81.0,,24.0,,
